COUNTY,STATE,Year,Death Rate,MME Rate
motley,Texas,2003,9.331434297297493e-05,
nacogdoches,Texas,2003,9.331434297297493e-05,
navarro,Texas,2003,9.331434297297493e-05,
newton,Texas,2003,9.331434297297493e-05,
nolan,Texas,2003,9.331434297297493e-05,
ochiltree,Texas,2003,9.331434297297493e-05,
oldham,Texas,2003,9.331434297297493e-05,
palo pinto,Texas,2003,9.331434297297493e-05,
panola,Texas,2003,9.331434297297493e-05,
parmer,Texas,2003,9.331434297297493e-05,
pecos,Texas,2003,9.331434297297493e-05,
polk,Texas,2003,9.331434297297493e-05,
potter,Texas,2003,9.331434297297493e-05,
presidio,Texas,2003,9.331434297297493e-05,
rains,Texas,2003,9.331434297297493e-05,
randall,Texas,2003,9.331434297297493e-05,
reagan,Texas,2003,9.331434297297493e-05,
real,Texas,2003,9.331434297297493e-05,
red river,Texas,2003,9.331434297297493e-05,
reeves,Texas,2003,9.331434297297493e-05,
refugio,Texas,2003,9.331434297297493e-05,
roberts,Texas,2003,9.331434297297493e-05,
robertson,Texas,2003,9.331434297297493e-05,
rockwall,Texas,2003,9.331434297297493e-05,
runnels,Texas,2003,9.331434297297493e-05,
rusk,Texas,2003,9.331434297297493e-05,
sabine,Texas,2003,9.331434297297493e-05,
san augustine,Texas,2003,9.331434297297493e-05,
san jacinto,Texas,2003,9.331434297297493e-05,
san patricio,Texas,2003,9.331434297297493e-05,
san saba,Texas,2003,9.331434297297493e-05,
schleicher,Texas,2003,9.331434297297493e-05,
scurry,Texas,2003,9.331434297297493e-05,
shackelford,Texas,2003,9.331434297297493e-05,
shelby,Texas,2003,9.331434297297493e-05,
sherman,Texas,2003,9.331434297297493e-05,
smith,Texas,2003,9.331434297297493e-05,
somervell,Texas,2003,9.331434297297493e-05,
starr,Texas,2003,9.331434297297493e-05,
stephens,Texas,2003,9.331434297297493e-05,
sterling,Texas,2003,9.331434297297493e-05,
stonewall,Texas,2003,9.331434297297493e-05,
sutton,Texas,2003,9.331434297297493e-05,
swisher,Texas,2003,9.331434297297493e-05,
terrell,Texas,2003,9.331434297297493e-05,
terry,Texas,2003,9.331434297297493e-05,
throckmorton,Texas,2003,9.331434297297493e-05,
titus,Texas,2003,9.331434297297493e-05,
trinity,Texas,2003,9.331434297297493e-05,
tyler,Texas,2003,9.331434297297493e-05,
upshur,Texas,2003,9.331434297297493e-05,
upton,Texas,2003,9.331434297297493e-05,
uvalde,Texas,2003,9.331434297297493e-05,
val verde,Texas,2003,9.331434297297493e-05,
van zandt,Texas,2003,9.331434297297493e-05,
victoria,Texas,2003,9.331434297297493e-05,
walker,Texas,2003,9.331434297297493e-05,
waller,Texas,2003,9.331434297297493e-05,
ward,Texas,2003,9.331434297297493e-05,
washington,Texas,2003,9.331434297297493e-05,
wharton,Texas,2003,9.331434297297493e-05,
wheeler,Texas,2003,9.331434297297493e-05,
wilbarger,Texas,2003,9.331434297297493e-05,
willacy,Texas,2003,9.331434297297493e-05,
wilson,Texas,2003,9.331434297297493e-05,
winkler,Texas,2003,9.331434297297493e-05,
wise,Texas,2003,9.331434297297493e-05,
wood,Texas,2003,9.331434297297493e-05,
yoakum,Texas,2003,9.331434297297493e-05,
young,Texas,2003,9.331434297297493e-05,
zapata,Texas,2003,9.331434297297493e-05,
zavala,Texas,2003,9.331434297297493e-05,
beaver,Utah,2003,0.0001215633446654,
box elder,Utah,2003,0.0001215633446654,
cache,Utah,2003,0.0001215633446654,
carbon,Utah,2003,0.0001215633446654,
daggett,Utah,2003,0.0001215633446654,
duchesne,Utah,2003,0.0001215633446654,
emery,Utah,2003,0.0001215633446654,
garfield,Utah,2003,0.0001215633446654,
grand,Utah,2003,0.0001215633446654,
iron,Utah,2003,0.0001215633446654,
juab,Utah,2003,0.0001215633446654,
kane,Utah,2003,0.0001215633446654,
millard,Utah,2003,0.0001215633446654,
morgan,Utah,2003,0.0001215633446654,
piute,Utah,2003,0.0001215633446654,
rich,Utah,2003,0.0001215633446654,
san juan,Utah,2003,0.0001215633446654,
sanpete,Utah,2003,0.0001215633446654,
sevier,Utah,2003,0.0001215633446654,
summit,Utah,2003,0.0001215633446654,
tooele,Utah,2003,0.0001215633446654,
uintah,Utah,2003,0.0001215633446654,
wasatch,Utah,2003,0.0001215633446654,
wayne,Utah,2003,0.0001215633446654,
addison,Vermont,2003,,
bennington,Vermont,2003,,
caledonia,Vermont,2003,,
chittenden,Vermont,2003,,
essex,Vermont,2003,,
franklin,Vermont,2003,,
grand isle,Vermont,2003,,
lamoille,Vermont,2003,,
orange,Vermont,2003,,
orleans,Vermont,2003,,
rutland,Vermont,2003,,
washington,Vermont,2003,,
windham,Vermont,2003,,
windsor,Vermont,2003,,
accomack,Virginia,2003,0.0001222659985264,
albemarle,Virginia,2003,0.0001222659985264,
alleghany,Virginia,2003,0.0001222659985264,
amelia,Virginia,2003,0.0001222659985264,
amherst,Virginia,2003,0.0001222659985264,
appomattox,Virginia,2003,0.0001222659985264,
arlington,Virginia,2003,0.0001222659985264,
augusta,Virginia,2003,0.0001222659985264,
bath,Virginia,2003,0.0001222659985264,
bedford,Virginia,2003,0.0001222659985264,
bland,Virginia,2003,0.0001222659985264,
botetourt,Virginia,2003,0.0001222659985264,
brunswick,Virginia,2003,0.0001222659985264,
buchanan,Virginia,2003,0.0001222659985264,
buckingham,Virginia,2003,0.0001222659985264,
campbell,Virginia,2003,0.0001222659985264,
caroline,Virginia,2003,0.0001222659985264,
carroll,Virginia,2003,0.0001222659985264,
charles city,Virginia,2003,0.0001222659985264,
charlotte,Virginia,2003,0.0001222659985264,
clarke,Virginia,2003,0.0001222659985264,
craig,Virginia,2003,0.0001222659985264,
culpeper,Virginia,2003,0.0001222659985264,
cumberland,Virginia,2003,0.0001222659985264,
dickenson,Virginia,2003,0.0001222659985264,
dinwiddie,Virginia,2003,0.0001222659985264,
essex,Virginia,2003,0.0001222659985264,
fauquier,Virginia,2003,0.0001222659985264,
floyd,Virginia,2003,0.0001222659985264,
fluvanna,Virginia,2003,0.0001222659985264,
franklin,Virginia,2003,0.0001222659985264,
frederick,Virginia,2003,0.0001222659985264,
giles,Virginia,2003,0.0001222659985264,
gloucester,Virginia,2003,0.0001222659985264,
goochland,Virginia,2003,0.0001222659985264,
grayson,Virginia,2003,0.0001222659985264,
greene,Virginia,2003,0.0001222659985264,
greensville,Virginia,2003,0.0001222659985264,
halifax,Virginia,2003,0.0001222659985264,
hanover,Virginia,2003,0.0001222659985264,
henry,Virginia,2003,0.0001222659985264,
highland,Virginia,2003,0.0001222659985264,
isle of wight,Virginia,2003,0.0001222659985264,
james city,Virginia,2003,0.0001222659985264,
king and queen,Virginia,2003,0.0001222659985264,
king george,Virginia,2003,0.0001222659985264,
king william,Virginia,2003,0.0001222659985264,
lancaster,Virginia,2003,0.0001222659985264,
lee,Virginia,2003,0.0001222659985264,
loudoun,Virginia,2003,0.0001222659985264,
louisa,Virginia,2003,0.0001222659985264,
lunenburg,Virginia,2003,0.0001222659985264,
madison,Virginia,2003,0.0001222659985264,
mathews,Virginia,2003,0.0001222659985264,
mecklenburg,Virginia,2003,0.0001222659985264,
middlesex,Virginia,2003,0.0001222659985264,
montgomery,Virginia,2003,0.0001222659985264,
nelson,Virginia,2003,0.0001222659985264,
new kent,Virginia,2003,0.0001222659985264,
northampton,Virginia,2003,0.0001222659985264,
northumberland,Virginia,2003,0.0001222659985264,
nottoway,Virginia,2003,0.0001222659985264,
orange,Virginia,2003,0.0001222659985264,
page,Virginia,2003,0.0001222659985264,
patrick,Virginia,2003,0.0001222659985264,
pittsylvania,Virginia,2003,0.0001222659985264,
powhatan,Virginia,2003,0.0001222659985264,
prince edward,Virginia,2003,0.0001222659985264,
prince george,Virginia,2003,0.0001222659985264,
pulaski,Virginia,2003,0.0001222659985264,
rappahannock,Virginia,2003,0.0001222659985264,
richmond,Virginia,2003,0.0001222659985264,
roanoke,Virginia,2003,0.0001222659985264,
rockbridge,Virginia,2003,0.0001222659985264,
rockingham,Virginia,2003,0.0001222659985264,
scott,Virginia,2003,0.0001222659985264,
shenandoah,Virginia,2003,0.0001222659985264,
smyth,Virginia,2003,0.0001222659985264,
southampton,Virginia,2003,0.0001222659985264,
spotsylvania,Virginia,2003,0.0001222659985264,
stafford,Virginia,2003,0.0001222659985264,
surry,Virginia,2003,0.0001222659985264,
sussex,Virginia,2003,0.0001222659985264,
warren,Virginia,2003,0.0001222659985264,
washington,Virginia,2003,0.0001222659985264,
westmoreland,Virginia,2003,0.0001222659985264,
wise,Virginia,2003,0.0001222659985264,
wythe,Virginia,2003,0.0001222659985264,
york,Virginia,2003,0.0001222659985264,
alexandria city,Virginia,2003,0.0001222659985264,
bedford city,Virginia,2003,0.0001222659985264,
bristol city,Virginia,2003,0.0001222659985264,
buena vista city,Virginia,2003,0.0001222659985264,
charlottesville city,Virginia,2003,0.0001222659985264,
colonial heights city,Virginia,2003,0.0001222659985264,
covington city,Virginia,2003,0.0001222659985264,
danville city,Virginia,2003,0.0001222659985264,
emporia city,Virginia,2003,0.0001222659985264,
fairfax city,Virginia,2003,0.0001222659985264,
falls church city,Virginia,2003,0.0001222659985264,
franklin city,Virginia,2003,0.0001222659985264,
fredericksburg city,Virginia,2003,0.0001222659985264,
galax city,Virginia,2003,0.0001222659985264,
hampton city,Virginia,2003,0.0001222659985264,
harrisonburg city,Virginia,2003,0.0001222659985264,
hopewell city,Virginia,2003,0.0001222659985264,
lexington city,Virginia,2003,0.0001222659985264,
lynchburg city,Virginia,2003,0.0001222659985264,
manassas city,Virginia,2003,0.0001222659985264,
manassas park city,Virginia,2003,0.0001222659985264,
martinsville city,Virginia,2003,0.0001222659985264,
norton city,Virginia,2003,0.0001222659985264,
petersburg city,Virginia,2003,0.0001222659985264,
poquoson city,Virginia,2003,0.0001222659985264,
radford city,Virginia,2003,0.0001222659985264,
salem city,Virginia,2003,0.0001222659985264,
staunton city,Virginia,2003,0.0001222659985264,
suffolk city,Virginia,2003,0.0001222659985264,
waynesboro city,Virginia,2003,0.0001222659985264,
williamsburg city,Virginia,2003,0.0001222659985264,
winchester city,Virginia,2003,0.0001222659985264,
adams,Washington,2003,0.0001000848844907,
asotin,Washington,2003,0.0001000848844907,
chelan,Washington,2003,0.0001000848844907,
clallam,Washington,2003,0.0001000848844907,
columbia,Washington,2003,0.0001000848844907,
cowlitz,Washington,2003,0.0001000848844907,
douglas,Washington,2003,0.0001000848844907,
ferry,Washington,2003,0.0001000848844907,
franklin,Washington,2003,0.0001000848844907,
garfield,Washington,2003,0.0001000848844907,
grant,Washington,2003,0.0001000848844907,
grays harbor,Washington,2003,0.0001000848844907,
island,Washington,2003,0.0001000848844907,
jefferson,Washington,2003,0.0001000848844907,
kittitas,Washington,2003,0.0001000848844907,
klickitat,Washington,2003,0.0001000848844907,
lewis,Washington,2003,0.0001000848844907,
lincoln,Washington,2003,0.0001000848844907,
mason,Washington,2003,0.0001000848844907,
okanogan,Washington,2003,0.0001000848844907,
pacific,Washington,2003,0.0001000848844907,
pend oreille,Washington,2003,0.0001000848844907,
san juan,Washington,2003,0.0001000848844907,
skamania,Washington,2003,0.0001000848844907,
stevens,Washington,2003,0.0001000848844907,
wahkiakum,Washington,2003,0.0001000848844907,
walla walla,Washington,2003,0.0001000848844907,
whitman,Washington,2003,0.0001000848844907,
barbour,West Virginia,2003,0.0002420681107454,
boone,West Virginia,2003,0.0002420681107454,
braxton,West Virginia,2003,0.0002420681107454,
brooke,West Virginia,2003,0.0002420681107454,
calhoun,West Virginia,2003,0.0002420681107454,
clay,West Virginia,2003,0.0002420681107454,
doddridge,West Virginia,2003,0.0002420681107454,
fayette,West Virginia,2003,0.0002420681107454,
gilmer,West Virginia,2003,0.0002420681107454,
grant,West Virginia,2003,0.0002420681107454,
greenbrier,West Virginia,2003,0.0002420681107454,
hampshire,West Virginia,2003,0.0002420681107454,
hancock,West Virginia,2003,0.0002420681107454,
hardy,West Virginia,2003,0.0002420681107454,
harrison,West Virginia,2003,0.0002420681107454,
jackson,West Virginia,2003,0.0002420681107454,
jefferson,West Virginia,2003,0.0002420681107454,
lewis,West Virginia,2003,0.0002420681107454,
lincoln,West Virginia,2003,0.0002420681107454,
logan,West Virginia,2003,0.0002420681107454,
mcdowell,West Virginia,2003,0.0002420681107454,
marion,West Virginia,2003,0.0002420681107454,
marshall,West Virginia,2003,0.0002420681107454,
mason,West Virginia,2003,0.0002420681107454,
mineral,West Virginia,2003,0.0002420681107454,
monongalia,West Virginia,2003,0.0002420681107454,
monroe,West Virginia,2003,0.0002420681107454,
morgan,West Virginia,2003,0.0002420681107454,
nicholas,West Virginia,2003,0.0002420681107454,
ohio,West Virginia,2003,0.0002420681107454,
pendleton,West Virginia,2003,0.0002420681107454,
pleasants,West Virginia,2003,0.0002420681107454,
pocahontas,West Virginia,2003,0.0002420681107454,
preston,West Virginia,2003,0.0002420681107454,
putnam,West Virginia,2003,0.0002420681107454,
randolph,West Virginia,2003,0.0002420681107454,
ritchie,West Virginia,2003,0.0002420681107454,
roane,West Virginia,2003,0.0002420681107454,
summers,West Virginia,2003,0.0002420681107454,
taylor,West Virginia,2003,0.0002420681107454,
tucker,West Virginia,2003,0.0002420681107454,
tyler,West Virginia,2003,0.0002420681107454,
upshur,West Virginia,2003,0.0002420681107454,
wayne,West Virginia,2003,0.0002420681107454,
webster,West Virginia,2003,0.0002420681107454,
wetzel,West Virginia,2003,0.0002420681107454,
wirt,West Virginia,2003,0.0002420681107454,
wood,West Virginia,2003,0.0002420681107454,
adams,Wisconsin,2003,9.592349719703786e-05,
ashland,Wisconsin,2003,9.592349719703786e-05,
barron,Wisconsin,2003,9.592349719703786e-05,
bayfield,Wisconsin,2003,9.592349719703786e-05,
brown,Wisconsin,2003,9.592349719703786e-05,
buffalo,Wisconsin,2003,9.592349719703786e-05,
burnett,Wisconsin,2003,9.592349719703786e-05,
calumet,Wisconsin,2003,9.592349719703786e-05,
chippewa,Wisconsin,2003,9.592349719703786e-05,
clark,Wisconsin,2003,9.592349719703786e-05,
columbia,Wisconsin,2003,9.592349719703786e-05,
crawford,Wisconsin,2003,9.592349719703786e-05,
dodge,Wisconsin,2003,9.592349719703786e-05,
door,Wisconsin,2003,9.592349719703786e-05,
douglas,Wisconsin,2003,9.592349719703786e-05,
dunn,Wisconsin,2003,9.592349719703786e-05,
eau claire,Wisconsin,2003,9.592349719703786e-05,
florence,Wisconsin,2003,9.592349719703786e-05,
fond du lac,Wisconsin,2003,9.592349719703786e-05,
forest,Wisconsin,2003,9.592349719703786e-05,
grant,Wisconsin,2003,9.592349719703786e-05,
green,Wisconsin,2003,9.592349719703786e-05,
green lake,Wisconsin,2003,9.592349719703786e-05,
iowa,Wisconsin,2003,9.592349719703786e-05,
iron,Wisconsin,2003,9.592349719703786e-05,
jackson,Wisconsin,2003,9.592349719703786e-05,
jefferson,Wisconsin,2003,9.592349719703786e-05,
juneau,Wisconsin,2003,9.592349719703786e-05,
kenosha,Wisconsin,2003,9.592349719703786e-05,
kewaunee,Wisconsin,2003,9.592349719703786e-05,
la crosse,Wisconsin,2003,9.592349719703786e-05,
lafayette,Wisconsin,2003,9.592349719703786e-05,
langlade,Wisconsin,2003,9.592349719703786e-05,
lincoln,Wisconsin,2003,9.592349719703786e-05,
manitowoc,Wisconsin,2003,9.592349719703786e-05,
marathon,Wisconsin,2003,9.592349719703786e-05,
marinette,Wisconsin,2003,9.592349719703786e-05,
marquette,Wisconsin,2003,9.592349719703786e-05,
menominee,Wisconsin,2003,9.592349719703786e-05,
monroe,Wisconsin,2003,9.592349719703786e-05,
oconto,Wisconsin,2003,9.592349719703786e-05,
oneida,Wisconsin,2003,9.592349719703786e-05,
outagamie,Wisconsin,2003,9.592349719703786e-05,
ozaukee,Wisconsin,2003,9.592349719703786e-05,
pepin,Wisconsin,2003,9.592349719703786e-05,
pierce,Wisconsin,2003,9.592349719703786e-05,
polk,Wisconsin,2003,9.592349719703786e-05,
portage,Wisconsin,2003,9.592349719703786e-05,
price,Wisconsin,2003,9.592349719703786e-05,
richland,Wisconsin,2003,9.592349719703786e-05,
rock,Wisconsin,2003,9.592349719703786e-05,
rusk,Wisconsin,2003,9.592349719703786e-05,
saint croix,Wisconsin,2003,9.592349719703786e-05,
sauk,Wisconsin,2003,9.592349719703786e-05,
sawyer,Wisconsin,2003,9.592349719703786e-05,
shawano,Wisconsin,2003,9.592349719703786e-05,
sheboygan,Wisconsin,2003,9.592349719703786e-05,
taylor,Wisconsin,2003,9.592349719703786e-05,
trempealeau,Wisconsin,2003,9.592349719703786e-05,
vernon,Wisconsin,2003,9.592349719703786e-05,
vilas,Wisconsin,2003,9.592349719703786e-05,
walworth,Wisconsin,2003,9.592349719703786e-05,
washburn,Wisconsin,2003,9.592349719703786e-05,
washington,Wisconsin,2003,9.592349719703786e-05,
waupaca,Wisconsin,2003,9.592349719703786e-05,
waushara,Wisconsin,2003,9.592349719703786e-05,
winnebago,Wisconsin,2003,9.592349719703786e-05,
wood,Wisconsin,2003,9.592349719703786e-05,
albany,Wyoming,2003,,
big horn,Wyoming,2003,,
campbell,Wyoming,2003,,
carbon,Wyoming,2003,,
converse,Wyoming,2003,,
crook,Wyoming,2003,,
fremont,Wyoming,2003,,
goshen,Wyoming,2003,,
hot springs,Wyoming,2003,,
johnson,Wyoming,2003,,
laramie,Wyoming,2003,,
lincoln,Wyoming,2003,,
natrona,Wyoming,2003,,
niobrara,Wyoming,2003,,
park,Wyoming,2003,,
platte,Wyoming,2003,,
sheridan,Wyoming,2003,,
sublette,Wyoming,2003,,
sweetwater,Wyoming,2003,,
teton,Wyoming,2003,,
uinta,Wyoming,2003,,
washakie,Wyoming,2003,,
weston,Wyoming,2003,,
autauga,Alabama,2004,7.689991591908607e-05,
barbour,Alabama,2004,7.689991591908607e-05,
bibb,Alabama,2004,7.689991591908607e-05,
blount,Alabama,2004,7.689991591908607e-05,
bullock,Alabama,2004,7.689991591908607e-05,
butler,Alabama,2004,7.689991591908607e-05,
calhoun,Alabama,2004,7.689991591908607e-05,
chambers,Alabama,2004,7.689991591908607e-05,
cherokee,Alabama,2004,7.689991591908607e-05,
chilton,Alabama,2004,7.689991591908607e-05,
choctaw,Alabama,2004,7.689991591908607e-05,
clarke,Alabama,2004,7.689991591908607e-05,
clay,Alabama,2004,7.689991591908607e-05,
cleburne,Alabama,2004,7.689991591908607e-05,
coffee,Alabama,2004,7.689991591908607e-05,
colbert,Alabama,2004,7.689991591908607e-05,
conecuh,Alabama,2004,7.689991591908607e-05,
coosa,Alabama,2004,7.689991591908607e-05,
covington,Alabama,2004,7.689991591908607e-05,
crenshaw,Alabama,2004,7.689991591908607e-05,
cullman,Alabama,2004,7.689991591908607e-05,
dale,Alabama,2004,7.689991591908607e-05,
dallas,Alabama,2004,7.689991591908607e-05,
dekalb,Alabama,2004,7.689991591908607e-05,
elmore,Alabama,2004,7.689991591908607e-05,
escambia,Alabama,2004,7.689991591908607e-05,
etowah,Alabama,2004,7.689991591908607e-05,
fayette,Alabama,2004,7.689991591908607e-05,
franklin,Alabama,2004,7.689991591908607e-05,
geneva,Alabama,2004,7.689991591908607e-05,
greene,Alabama,2004,7.689991591908607e-05,
hale,Alabama,2004,7.689991591908607e-05,
henry,Alabama,2004,7.689991591908607e-05,
houston,Alabama,2004,7.689991591908607e-05,
jackson,Alabama,2004,7.689991591908607e-05,
lamar,Alabama,2004,7.689991591908607e-05,
lauderdale,Alabama,2004,7.689991591908607e-05,
lawrence,Alabama,2004,7.689991591908607e-05,
lee,Alabama,2004,7.689991591908607e-05,
limestone,Alabama,2004,7.689991591908607e-05,
lowndes,Alabama,2004,7.689991591908607e-05,
macon,Alabama,2004,7.689991591908607e-05,
marengo,Alabama,2004,7.689991591908607e-05,
marion,Alabama,2004,7.689991591908607e-05,
marshall,Alabama,2004,7.689991591908607e-05,
monroe,Alabama,2004,7.689991591908607e-05,
perry,Alabama,2004,7.689991591908607e-05,
pickens,Alabama,2004,7.689991591908607e-05,
pike,Alabama,2004,7.689991591908607e-05,
randolph,Alabama,2004,7.689991591908607e-05,
russell,Alabama,2004,7.689991591908607e-05,
saint clair,Alabama,2004,7.689991591908607e-05,
shelby,Alabama,2004,7.689991591908607e-05,
sumter,Alabama,2004,7.689991591908607e-05,
talladega,Alabama,2004,7.689991591908607e-05,
tallapoosa,Alabama,2004,7.689991591908607e-05,
tuscaloosa,Alabama,2004,7.689991591908607e-05,
walker,Alabama,2004,7.689991591908607e-05,
washington,Alabama,2004,7.689991591908607e-05,
wilcox,Alabama,2004,7.689991591908607e-05,
winston,Alabama,2004,7.689991591908607e-05,
apache,Arizona,2004,0.000134998648699,
cochise,Arizona,2004,0.000134998648699,
coconino,Arizona,2004,0.000134998648699,
